ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
710,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162428,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,74,BUSHING REPAIR
711,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162469,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,103,BUSHING REPAIR
712,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163166,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,26,BUSHING REPAIR
714,2,Archived,103,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162524,CH-53E,H-53,ROTOR,1/22/2014 23:11,62,BUSHING REPAIR
716,1,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167820,MH-60S,H-60,ROTOR,1/22/2014 23:11,112,Crack
718,1,Archived,103,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164770,MH-53E,H-53,ROTOR,1/22/2014 23:11,32,
719,1,Archived,103,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162848,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,54,BUSHING REPAIR
734,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164659,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,120,Crack
736,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,49,
737,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,79,BUSHING REPAIR
738,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,20,
740,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,72,BUSHING REPAIR
741,2,Cancelled,0,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,102,BUSHING REPAIR
742,2,Archived,103,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,73,BUSHING REPAIR
749,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164702,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,32,PANEL REPAIR
752,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164953,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,46,Crack
762,2,Archived,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166746,MV-22B,V-22,ROTOR,1/22/2014 23:11,44,Crack
763,2,Cancelled,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164702,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,40,
764,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162848,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,89,BUSHING REPAIR
765,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162469,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,21,BUSHING REPAIR
766,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162428,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,11,BUSHING REPAIR
767,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162882,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,60,BUSHING REPAIR
768,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162409,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,16,BUSHING REPAIR
769,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163166,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,14,BUSHING REPAIR
771,2,Archived,102,SQD-21,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,1/22/2014 23:11,115,Crack
773,1,Cancelled,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167820,MH-60S,H-60,ROTOR,1/22/2014 23:11,34,Crack
774,2,Archived,101,SQD-112,Philippines,Philippines,PACIFIC,120.514596,15.180142,167109,KC-130J,C-130,FIXED WING,1/22/2014 23:11,76,
790,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164702,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,36,Crack
791,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,49,
792,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167854,MH-60S,H-60,ROTOR,1/22/2014 23:11,22,Corrosion
801,2,Cancelled,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162499,CH-53E,H-53,ROTOR,1/22/2014 23:11,71,BUSHING REPAIR
803,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165222,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,66,FUEL CELL
804,1,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163888,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,116,
805,2,Archived,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168218,MV-22B,V-22,ROTOR,1/22/2014 23:11,17,
806,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167820,MH-60S,H-60,ROTOR,1/22/2014 23:11,90,BUSHING REPAIR
807,1,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167820,MH-60S,H-60,ROTOR,1/22/2014 23:11,71,Crack
808,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165528,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,77,
809,2,Archived,102,SQD-90,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165380,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,84,FUEL LEAK
810,2,Archived,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166746,MV-22B,V-22,ROTOR,1/22/2014 23:11,51,Crack
816,2,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163526,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,18,
818,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,161263,CH-53E,H-53,ROTOR,1/22/2014 23:11,63,BUSHING REPAIR
819,2,PMI Concurrent,102,SQD-102,NIPPI,Japan,PACIFIC,139.482422,35.569842,164653,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,52,
820,2,Cancelled,102,SQD-90,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165580,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,109,FUEL LEAK
822,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,162524,CH-53E,H-53,ROTOR,1/22/2014 23:11,17,
823,2,Archived,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165852,MV-22B,V-22,ROTOR,1/22/2014 23:11,96,
829,2,Archived,102,SQD-117,Kuwait,Kuwait,CENTCOM,47.520832,29.346945,167989,MV-22B,V-22,ROTOR,1/22/2014 23:11,104,
830,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162409,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,108,BUSHING REPAIR
831,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162428,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,65,BUSHING REPAIR
832,1,Archived,102,SQD-104,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,162882,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,36,BUSHING REPAIR
835,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167854,MH-60S,H-60,ROTOR,1/22/2014 23:11,17,Corrosion
836,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164764,MH-53E,H-53,ROTOR,1/22/2014 23:11,96,Crack
839,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167854,MH-60S,H-60,ROTOR,1/22/2014 23:11,101,Crack
840,2,Archived,103,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167854,MH-60S,H-60,ROTOR,1/22/2014 23:11,111,Crack
842,2,Archived,102,SQD-91,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,162288,AV-8B,AV-8,FIXED WING,1/22/2014 23:11,56,FUEL CELL
843,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165528,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,26,Crack
844,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,160820,AH-1T,H-1,ROTOR,1/22/2014 23:11,117,Crack
855,2,Cancelled,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164667,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,107,BUSHING REPAIR
856,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164767,MH-53E,H-53,ROTOR,1/22/2014 23:11,55,Crack
857,2,Cancelled,102,SQD-38,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,1/22/2014 23:11,7,
861,2,Archived,102,SQD-107,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,165194,FA-18C,F-18 LEGACY,FIXED WING,1/22/2014 23:11,66,PANEL REPAIR
866,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,1/22/2014 23:11,78,Crack
869,2,Archived,102,SQD-96,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,163888,EA-6B,EA-6B,FIXED WING,1/22/2014 23:11,64,
870,2,Archived,101,SQD-131,"Sigonella, Italy",Italy,EUROPE,14.960042,37.463113,162771,P-3C,P-3,FIXED WING,1/22/2014 23:11,116,Crack
877,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,162409,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,97,BUSHING REPAIR
878,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,162428,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,16,BUSHING REPAIR
879,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,162882,FA-18A,F-18 LEGACY,FIXED WING,1/22/2014 23:11,44,BUSHING REPAIR
889,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165280,AH-1W,H-1,ROTOR,1/22/2014 23:11,75,
894,2,Cancelled,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162169,C-2A,E-2/C-2,FIXED WING,1/22/2014 23:11,42,Corrosion
1134,2,Deleted,102,SQD-131,"Sigonella, Italy",Italy,EUROPE,14.960042,37.463113,162771,P-3C,P-3,FIXED WING,1/26/2014 18:20,51,Crack
1135,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,1/30/2014 19:07,105,BUSHING REPAIR
1136,1,Archived,102,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,162169,C-2A,E-2/C-2,FIXED WING,1/30/2014 19:19,7,
1143,2,Cancelled,103,SQD-107,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,165193,FA-18C,F-18 LEGACY,FIXED WING,1/31/2014 0:15,116,
1144,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165186,FA-18C,F-18 LEGACY,FIXED WING,1/31/2014 0:28,6,BUSHING REPAIR
1146,2,Archived,102,SQD-107,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,165193,FA-18C,F-18 LEGACY,FIXED WING,2/4/2014 18:43,95,
1147,1,Archived,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166865,FA-18E,F-18 SUPERS,FIXED WING,2/9/2014 18:34,68,
1148,2,Archived,102,SQD-113,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,167924,KC-130J,C-130,FIXED WING,2/9/2014 19:54,48,Crack
1149,1,Archived,102,SQD-26,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,160825,AH-1T,H-1,ROTOR,2/9/2014 20:04,63,Crack
1150,2,Archived,102,SQD-99,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165685,FA-18D,F-18 LEGACY,FIXED WING,2/12/2014 0:31,43,FUEL CELL
1152,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164779,CH-53E,H-53,ROTOR,2/19/2014 20:45,1,
1153,2,Passed for Action,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,164784,CH-53E,H-53,ROTOR,2/19/2014 21:04,107,
1154,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165279,AH-1W,H-1,ROTOR,2/19/2014 21:48,42,
1155,2,Cancelled,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165852,MV-22B,V-22,ROTOR,2/19/2014 22:31,13,
1156,2,Archived,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167033,MH-60R,H-60,ROTOR,2/19/2014 22:42,29,BUSHING REPAIR
1157,2,Archived,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167031,MH-60R,H-60,ROTOR,2/19/2014 23:03,47,Corrosion
1158,2,Archived,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167033,MH-60R,H-60,ROTOR,2/19/2014 23:07,103,Corrosion
1159,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164767,MH-53E,H-53,ROTOR,2/19/2014 23:13,6,Crack
1160,1,Cancelled,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,166763,KC-130J,C-130,FIXED WING,2/19/2014 23:19,58,
1161,2,Complete,102,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163066,MH-53E,H-53,ROTOR,2/19/2014 23:43,27,Crack
1166,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162491,CH-53E,H-53,ROTOR,2/23/2014 18:20,98,
1167,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162491,CH-53E,H-53,ROTOR,2/23/2014 18:24,55,
1168,2,Archived,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167857,MH-60S,H-60,ROTOR,2/23/2014 18:29,76,
1171,1,Cancelled,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166930,EA-18G,EA-18,FIXED WING,2/23/2014 20:06,5,
1172,2,Archived,102,SQD-131,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,158215,P-3C,P-3,FIXED WING,2/23/2014 20:16,116,Crack
1175,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,168040,UH-1Y,H-1,ROTOR,2/26/2014 19:45,66,
1176,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,2/26/2014 19:56,47,BUSHING REPAIR
1177,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166342,MH-60S,H-60,ROTOR,2/26/2014 20:00,14,Crack
1178,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,166367,MH-60S,H-60,ROTOR,2/26/2014 20:04,37,Crack
1179,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162491,CH-53E,H-53,ROTOR,2/26/2014 20:10,116,BUSHING REPAIR
1180,2,Archived,103,SQD-2,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,167873,MH-60S,H-60,ROTOR,2/26/2014 23:02,35,BUSHING REPAIR
1181,1,Archived,103,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165195,FA-18C,F-18 LEGACY,FIXED WING,2/26/2014 23:40,20,BUSHING REPAIR
1182,1,Archived,103,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165195,FA-18C,F-18 LEGACY,FIXED WING,2/26/2014 23:48,93,BUSHING REPAIR
1183,2,Deleted,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:05,108,
1185,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:20,25,
1186,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:33,53,Crack
1187,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,162491,CH-53E,H-53,ROTOR,2/27/2014 0:53,101,
1188,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:54,85,Crack
1189,2,Archived,103,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 1:01,68,Crack
1190,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165686,FA-18D,F-18 LEGACY,FIXED WING,2/27/2014 1:21,22,Crack
1191,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164768,MH-53E,H-53,ROTOR,2/27/2014 18:18,48,
1192,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164767,MH-53E,H-53,ROTOR,2/27/2014 18:24,54,Crack
1195,2,Complete,102,SQD-118,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,166746,MV-22B,V-22,ROTOR,3/3/2014 17:44,1,
1196,2,Complete,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165284,AH-1W,H-1,ROTOR,3/3/2014 17:52,43,
1197,1,Complete,103,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164770,MH-53E,H-53,ROTOR,3/3/2014 17:57,1,
1198,2,Complete,102,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167018,MH-60R,H-60,ROTOR,3/3/2014 18:02,52,
1199,2,Archived,102,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164738,FA-18D,F-18 LEGACY,FIXED WING,3/3/2014 18:06,113,Crack
1200,1,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167820,MH-60S,H-60,ROTOR,3/3/2014 18:12,81,Crack
1202,2,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167031,MH-60R,H-60,ROTOR,3/3/2014 18:23,76,BUSHING REPAIR
1203,2,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167024,MH-60R,H-60,ROTOR,3/3/2014 18:28,106,BUSHING REPAIR
1204,2,PMI Concurrent,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166862,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 18:32,46,Corrosion
1205,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,164764,MH-53E,H-53,ROTOR,3/3/2014 18:36,94,Crack
1206,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165284,AH-1W,H-1,ROTOR,3/3/2014 18:39,57,
1207,2,Cancelled,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,165280,AH-1W,H-1,ROTOR,3/3/2014 18:46,119,
1208,2,PMI Concurrent,102,SQD-102,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,164653,FA-18D,F-18 LEGACY,FIXED WING,3/3/2014 19:03,80,
1209,2,Archived,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166866,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 19:11,48,Corrosion
1211,2,Archived,102,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,167025,MH-60R,H-60,ROTOR,3/3/2014 19:46,24,BUSHING REPAIR
1212,2,Archived,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166931,EA-18G,EA-18,FIXED WING,3/3/2014 19:53,56,
1214,2,Passed for Action,102,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163066,MH-53E,H-53,ROTOR,3/3/2014 20:20,95,BUSHING REPAIR
1215,2,PMI Concurrent,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166863,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 21:07,83,Corrosion
1216,2,PMI Concurrent,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166863,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 21:12,34,
1217,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165195,FA-18C,F-18 LEGACY,FIXED WING,3/3/2014 21:17,106,BUSHING REPAIR
1218,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165195,FA-18C,F-18 LEGACY,FIXED WING,3/3/2014 21:26,61,BUSHING REPAIR
1219,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164702,FA-18D,F-18 LEGACY,FIXED WING,3/3/2014 23:53,94,
1220,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165685,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 0:04,65,FUEL CELL
1221,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:22,11,Crack
1222,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:30,48,Crack
1223,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:37,51,Crack
1224,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:45,77,
1225,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,165686,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 0:50,100,Crack
1226,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164953,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 1:03,64,Crack
1227,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,164945,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 1:10,116,BUSHING REPAIR
1228,1,Cancelled,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,166931,EA-18G,EA-18,FIXED WING,3/4/2014 1:17,26,
1229,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,168546,MH-60S,H-60,ROTOR,3/4/2014 17:31,113,Crack
1230,2,Complete,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167814,MH-60S,H-60,ROTOR,3/4/2014 17:35,26,
1232,2,Complete,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,165687,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 17:54,14,Crack
1233,2,Complete,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,161388,CH-53E,H-53,ROTOR,3/4/2014 18:04,59,Crack
1236,2,Cancelled,102,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,163056,MH-53E,H-53,ROTOR,3/4/2014 19:01,102,
1237,1,Passed for Action,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,168363,FA-18E,F-18 SUPERS,FIXED WING,3/4/2014 19:08,71,
1240,1,Archived,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,165532,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 20:14,54,
1243,2,Archived,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,165414,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 20:47,86,Crack
1246,2,Passed for Action,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,165319,MV-22B,V-22,ROTOR,3/4/2014 21:08,61,Corrosion
1249,1,Archived,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,167981,KC-130J,C-130,FIXED WING,3/4/2014 22:13,33,
1251,2,Passed for Action,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,168028,MV-22B,V-22,ROTOR,3/4/2014 22:36,9,
1252,2,Cancelled,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,168533,MH-60S,H-60,ROTOR,3/4/2014 22:51,16,BUSHING REPAIR
1253,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167819,MH-60S,H-60,ROTOR,3/4/2014 22:57,119,Crack
1254,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,167819,MH-60S,H-60,ROTOR,3/4/2014 23:06,15,Crack
