ISR_Number,A/C Status,ISR Status,Pri,Squadron,Location,State/Country,Region,Longitude,Latitude,RCN,BUNO,TMS,PLATFORM,TYPE,Date Created,TAT,Repair Category
870,2,Archived,101,SQD-131,"Sigonella, Italy",Italy,EUROPE,14.960042,37.463113,,162771,P-3C,P-3,FIXED WING,11/10/2013 23:11,16,CRACK
877,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,162409,FA-18A,F-18 LEGACY,FIXED WING,11/21/2013 23:11,27,BUSHING REPAIR
878,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,162428,FA-18A,F-18 LEGACY,FIXED WING,12/12/2013 23:11,18,BUSHING REPAIR
879,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,162882,FA-18A,F-18 LEGACY,FIXED WING,12/28/2013 23:11,9,BUSHING REPAIR
889,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165280,AH-1W,H-1,ROTOR,10/28/2013 23:11,16,MINOR DEFECT
894,2,Cancelled,103,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162169,C-2A,E-2/C-2,FIXED WING,1/8/2014 23:11,7,CORROSION
1134,2,Deleted,102,SQD-131,"Sigonella, Italy",Italy,EUROPE,14.960042,37.463113,,162771,P-3C,P-3,FIXED WING,1/26/2014 18:20,57,CRACK
1135,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,1/30/2014 19:07,12,BUSHING REPAIR
1136,1,Archived,102,SQD-135,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,162169,C-2A,E-2/C-2,FIXED WING,1/30/2014 19:19,25,MINOR DEFECT
1143,2,Cancelled,103,SQD-107,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,,165193,FA-18C,F-18 LEGACY,FIXED WING,1/31/2014 0:15,22,MINOR DEFECT
1144,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165186,FA-18C,F-18 LEGACY,FIXED WING,1/31/2014 0:28,14,BUSHING REPAIR
1146,2,Archived,102,SQD-107,Kadena AB Okinawa JP,Okinawa,PACIFIC,127.961246,26.364453,,165193,FA-18C,F-18 LEGACY,FIXED WING,2/4/2014 18:43,7,MINOR DEFECT
1147,1,Archived,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166865,FA-18E,F-18 SUPERS,FIXED WING,2/9/2014 18:34,12,MINOR DEFECT
1148,2,Archived,102,SQD-113,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,167924,KC-130J,C-130,FIXED WING,2/9/2014 19:54,41,CRACK
1149,1,Archived,102,SQD-26,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,160825,AH-1T,H-1,ROTOR,2/9/2014 20:04,59,CRACK
1150,2,Archived,102,SQD-99,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165685,FA-18D,F-18 LEGACY,FIXED WING,2/12/2014 0:31,9,FUEL CELL
1152,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164779,CH-53E,H-53,ROTOR,2/19/2014 20:45,20,MINOR DEFECT
1153,2,Passed for Action,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164784,CH-53E,H-53,ROTOR,2/19/2014 21:04,23,MINOR DEFECT
1154,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165279,AH-1W,H-1,ROTOR,2/19/2014 21:48,23,MINOR DEFECT
1155,2,Cancelled,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165852,MV-22B,V-22,ROTOR,2/19/2014 22:31,5,MINOR DEFECT
1156,2,Archived,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167033,MH-60R,H-60,ROTOR,2/19/2014 22:42,24,BUSHING REPAIR
1157,2,Archived,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167031,MH-60R,H-60,ROTOR,2/19/2014 23:03,16,CORROSION
1158,2,Archived,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167033,MH-60R,H-60,ROTOR,2/19/2014 23:07,19,CORROSION
1159,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164767,MH-53E,H-53,ROTOR,2/19/2014 23:13,27,CRACK
1160,1,Cancelled,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,,166763,KC-130J,C-130,FIXED WING,2/19/2014 23:19,6,MINOR DEFECT
1161,2,Complete,102,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,,163066,MH-53E,H-53,ROTOR,2/19/2014 23:43,48,CRACK
1162,2,Complete,102,SQD-77,USS Bush,CVN,AFLOAT,64.618,7.8234,,164879,FA-18C,F-18 LEGACY,FIXED WING,2/23/2014 17:47,49,PANEL REPAIR
1163,2,Complete,102,SQD-77,USS Bush,CVN,AFLOAT,64.618,7.8234,,164879,FA-18C,F-18 LEGACY,FIXED WING,2/23/2014 18:03,18,MINOR DEFECT
1164,2,Complete,102,SQD-77,USS Bush,CVN,AFLOAT,64.618,7.8234,,164630,FA-18C,F-18 LEGACY,FIXED WING,2/23/2014 18:08,13,MINOR DEFECT
1166,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162491,CH-53E,H-53,ROTOR,2/23/2014 18:20,22,MINOR DEFECT
1167,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162491,CH-53E,H-53,ROTOR,2/23/2014 18:24,21,MINOR DEFECT
1168,2,Archived,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167857,MH-60S,H-60,ROTOR,2/23/2014 18:29,5,MINOR DEFECT
1169,2,Cancelled,102,SQD-56,USS Bush,CVN,AFLOAT,64.618,7.8234,,167063,MH-60R,H-60,ROTOR,2/23/2014 18:37,30,CRACK
1171,1,Cancelled,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166930,EA-18G,EA-18,FIXED WING,2/23/2014 20:06,17,MINOR DEFECT
1172,2,Archived,102,SQD-131,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,158215,P-3C,P-3,FIXED WING,2/23/2014 20:16,59,CRACK
1175,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168040,UH-1Y,H-1,ROTOR,2/26/2014 19:45,16,MINOR DEFECT
1176,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166342,MH-60S,H-60,ROTOR,2/26/2014 19:56,23,BUSHING REPAIR
1177,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166342,MH-60S,H-60,ROTOR,2/26/2014 20:00,59,CRACK
1178,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166367,MH-60S,H-60,ROTOR,2/26/2014 20:04,59,CRACK
1179,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162491,CH-53E,H-53,ROTOR,2/26/2014 20:10,19,BUSHING REPAIR
1180,2,Archived,103,SQD-2,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,167873,MH-60S,H-60,ROTOR,2/26/2014 23:02,8,BUSHING REPAIR
1181,1,Archived,103,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165195,FA-18C,F-18 LEGACY,FIXED WING,2/26/2014 23:40,11,BUSHING REPAIR
1182,1,Archived,103,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165195,FA-18C,F-18 LEGACY,FIXED WING,2/26/2014 23:48,24,BUSHING REPAIR
1183,2,Deleted,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:05,11,MINOR DEFECT
1184,2,Complete,102,SQD-68,USS Bush,CVN,AFLOAT,64.618,7.8234,,165302,E-2C,E-2/C-2,FIXED WING,2/27/2014 0:11,56,CRACK
1185,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:20,7,MINOR DEFECT
1186,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:33,50,CRACK
1187,2,Complete,102,SQD-15,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,162491,CH-53E,H-53,ROTOR,2/27/2014 0:53,10,MINOR DEFECT
1188,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 0:54,67,CRACK
1189,2,Archived,103,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,2/27/2014 1:01,25,CRACK
1190,2,Archived,103,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165686,FA-18D,F-18 LEGACY,FIXED WING,2/27/2014 1:21,57,CRACK
1191,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164768,MH-53E,H-53,ROTOR,2/27/2014 18:18,7,MINOR DEFECT
1192,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164767,MH-53E,H-53,ROTOR,2/27/2014 18:24,52,CRACK
1193,1,Complete,102,SQD-86,USS Bush,CVN,AFLOAT,64.618,7.8234,,164680,FA-18C,F-18 LEGACY,FIXED WING,3/3/2014 17:28,12,BUSHING REPAIR
1194,1,Complete,102,SQD-86,USS Bush,CVN,AFLOAT,64.618,7.8234,,164627,FA-18C,F-18 LEGACY,FIXED WING,3/3/2014 17:36,13,BUSHING REPAIR
1195,2,Complete,102,SQD-118,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,166746,MV-22B,V-22,ROTOR,3/3/2014 17:44,26,MINOR DEFECT
1196,2,Complete,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165284,AH-1W,H-1,ROTOR,3/3/2014 17:52,6,MINOR DEFECT
1197,1,Complete,103,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164770,MH-53E,H-53,ROTOR,3/3/2014 17:57,28,MINOR DEFECT
1198,2,Complete,102,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167018,MH-60R,H-60,ROTOR,3/3/2014 18:02,21,MINOR DEFECT
1199,2,Archived,102,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164738,FA-18D,F-18 LEGACY,FIXED WING,3/3/2014 18:06,32,CRACK
1200,1,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167820,MH-60S,H-60,ROTOR,3/3/2014 18:12,55,CRACK
1201,1,Complete,102,SQD-84,USS Bush,CVN,AFLOAT,64.618,7.8234,,166786,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 18:17,11,CORROSION
1202,2,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167031,MH-60R,H-60,ROTOR,3/3/2014 18:23,7,BUSHING REPAIR
1203,2,Complete,102,SQD-53,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167024,MH-60R,H-60,ROTOR,3/3/2014 18:28,22,BUSHING REPAIR
1204,2,PMI Concurrent,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166862,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 18:32,7,CORROSION
1205,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164764,MH-53E,H-53,ROTOR,3/3/2014 18:36,65,CRACK
1206,2,Archived,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165284,AH-1W,H-1,ROTOR,3/3/2014 18:39,19,MINOR DEFECT
1207,2,Cancelled,102,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165280,AH-1W,H-1,ROTOR,3/3/2014 18:46,14,MINOR DEFECT
1208,2,PMI Concurrent,102,SQD-102,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,164653,FA-18D,F-18 LEGACY,FIXED WING,3/3/2014 19:03,25,MINOR DEFECT
1209,2,Archived,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166866,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 19:11,12,CORROSION
1211,2,Archived,102,SQD-48,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167025,MH-60R,H-60,ROTOR,3/3/2014 19:46,18,BUSHING REPAIR
1212,2,Archived,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166931,EA-18G,EA-18,FIXED WING,3/3/2014 19:53,23,MINOR DEFECT
1214,2,Passed for Action,102,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,,163066,MH-53E,H-53,ROTOR,3/3/2014 20:20,26,BUSHING REPAIR
1215,2,PMI Concurrent,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166863,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 21:07,28,CORROSION
1216,2,PMI Concurrent,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166863,FA-18E,F-18 SUPERS,FIXED WING,3/3/2014 21:12,6,MINOR DEFECT
1217,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165195,FA-18C,F-18 LEGACY,FIXED WING,3/3/2014 21:17,27,BUSHING REPAIR
1218,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165195,FA-18C,F-18 LEGACY,FIXED WING,3/3/2014 21:26,28,BUSHING REPAIR
1219,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164702,FA-18D,F-18 LEGACY,FIXED WING,3/3/2014 23:53,11,INSPECTION
1220,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165685,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 0:04,27,FUEL CELL
1221,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:22,55,CRACK
1222,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:30,35,CRACK
1223,2,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:37,55,CRACK
1224,1,Archived,102,SQD-107,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164906,FA-18C,F-18 LEGACY,FIXED WING,3/4/2014 0:45,22,MINOR DEFECT
1225,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165686,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 0:50,69,CRACK
1226,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164953,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 1:03,32,CRACK
1227,1,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164945,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 1:10,6,BUSHING REPAIR
1228,1,Cancelled,102,SQD-63,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166931,EA-18G,EA-18,FIXED WING,3/4/2014 1:17,12,MINOR DEFECT
1229,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,168546,MH-60S,H-60,ROTOR,3/4/2014 17:31,69,CRACK
1230,2,Complete,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167814,MH-60S,H-60,ROTOR,3/4/2014 17:35,10,MINOR DEFECT
1232,2,Complete,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,165687,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 17:54,43,CRACK
1233,2,Complete,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,161388,CH-53E,H-53,ROTOR,3/4/2014 18:04,55,CRACK
1236,2,Cancelled,102,SQD-4,Pohang Korea,Korea,PACIFIC,129.354604,36.015563,,163056,MH-53E,H-53,ROTOR,3/4/2014 19:01,28,MINOR DEFECT
1237,1,Passed for Action,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,168363,FA-18E,F-18 SUPERS,FIXED WING,3/4/2014 19:08,22,MINOR DEFECT
1240,1,Archived,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,165532,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 20:14,17,MINOR DEFECT
1243,2,Archived,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,165414,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 20:47,67,CRACK
1246,2,Passed for Action,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,165319,MV-22B,V-22,ROTOR,3/4/2014 21:08,27,CORROSION
1249,1,Archived,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167981,KC-130J,C-130,FIXED WING,3/4/2014 22:13,23,MINOR DEFECT
1251,2,Passed for Action,102,SQD-124,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,168028,MV-22B,V-22,ROTOR,3/4/2014 22:36,6,MINOR DEFECT
1252,2,Cancelled,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,168533,MH-60S,H-60,ROTOR,3/4/2014 22:51,15,BUSHING REPAIR
1253,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167819,MH-60S,H-60,ROTOR,3/4/2014 22:57,39,CRACK
1254,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167819,MH-60S,H-60,ROTOR,3/4/2014 23:06,36,CRACK
1255,2,Cancelled,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164770,MH-53E,H-53,ROTOR,3/4/2014 23:43,8,MINOR DEFECT
1256,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,165531,FA-18D,F-18 LEGACY,FIXED WING,3/4/2014 23:52,21,CRACK
1257,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167819,MH-60S,H-60,ROTOR,3/4/2014 23:56,17,MINOR DEFECT
1258,1,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,166367,MH-60S,H-60,ROTOR,3/5/2014 0:04,10,MINOR DEFECT
1259,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167854,MH-60S,H-60,ROTOR,3/5/2014 0:10,5,CORROSION
1260,2,Archived,102,SQD-37,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,167854,MH-60S,H-60,ROTOR,3/5/2014 0:17,27,CRACK
1261,1,PMI Concurrent,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,,167109,KC-130J,C-130,FIXED WING,3/5/2014 0:37,10,MINOR DEFECT
1263,2,Cancelled,103,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165280,AH-1W,H-1,ROTOR,3/5/2014 6:31,30,MINOR DEFECT
1264,2,Deleted,101,SQD-24,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,165284,AH-1W,H-1,ROTOR,3/5/2014 6:43,25,MINOR DEFECT
1265,2,Cancelled,102,SQD-77,USS Bush,CVN,AFLOAT,64.618,7.8234,,164629,FA-18C,F-18 LEGACY,FIXED WING,3/5/2014 17:39,15,MINOR DEFECT
1266,2,Cancelled,102,SQD-101,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,165411,FA-18D,F-18 LEGACY,FIXED WING,3/5/2014 17:47,43,CRACK
1267,2,Archived,102,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164965,FA-18D,F-18 LEGACY,FIXED WING,3/5/2014 17:51,38,CRACK
1268,2,Passed for Action,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164767,MH-53E,H-53,ROTOR,3/5/2014 18:47,29,BUSHING REPAIR
1269,2,PMI Concurrent,102,SQD-112,Gimhae (KAL),Korea,PACIFIC,128.889352,35.269315,,167109,KC-130J,C-130,FIXED WING,3/5/2014 20:25,23,MINOR DEFECT
1270,2,Archived,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166869,FA-18E,F-18 SUPERS,FIXED WING,3/5/2014 20:43,11,MINOR DEFECT
1273,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,162469,FA-18A,F-18 LEGACY,FIXED WING,3/5/2014 22:30,28,BUSHING REPAIR
1274,1,Archived,102,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,163166,FA-18A,F-18 LEGACY,FIXED WING,3/5/2014 22:40,12,BUSHING REPAIR
1275,1,Archived,103,SQD-104,Andersen AB Guam,Guam,PACIFIC,144.929495,13.582484,,162848,FA-18A,F-18 LEGACY,FIXED WING,3/5/2014 22:55,25,BUSHING REPAIR
1277,2,Passed for Action,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,168464,FA-18E,F-18 SUPERS,FIXED WING,3/5/2014 23:48,6,MINOR DEFECT
1278,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164702,FA-18D,F-18 LEGACY,FIXED WING,3/5/2014 23:57,23,CRACK
1279,2,Passed for Action,102,SQD-4,Korea,Korea,PACIFIC,128.064185,35.083358,,164769,MH-53E,H-53,ROTOR,3/6/2014 0:08,25,MINOR DEFECT
1280,2,PMI Concurrent,102,SQD-33,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,167839,MH-60S,H-60,ROTOR,3/6/2014 18:35,23,CORROSION
1281,1,Passed for Action,102,SQD-116,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,168004,MV-22B,V-22,ROTOR,3/6/2014 19:37,5,CORROSION
1282,2,Archived,102,SQD-12,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,162523,CH-53E,H-53,ROTOR,3/6/2014 20:44,24,MINOR DEFECT
1283,2,Passed for Action,102,SQD-54,Sacheon (KAI),Korea,PACIFIC,128.064185,35.083358,,163087,CH-53E,H-53,ROTOR,3/6/2014 21:25,8,MINOR DEFECT
1284,2,Archived,102,SQD-102,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,164945,FA-18D,F-18 LEGACY,FIXED WING,3/6/2014 21:39,18,MINOR DEFECT
1285,1,Cancelled,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167982,KC-130J,C-130,FIXED WING,3/6/2014 22:43,9,MINOR DEFECT
1286,2,Cancelled,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167109,KC-130J,C-130,FIXED WING,3/6/2014 22:49,25,MINOR DEFECT
1287,1,Cancelled,103,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167923,KC-130J,C-130,FIXED WING,3/6/2014 22:55,15,MINOR DEFECT
1288,1,Archived,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,165866,FA-18E,F-18 SUPERS,FIXED WING,3/6/2014 23:13,29,MINOR DEFECT
1289,2,Archived,102,SQD-83,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,165866,FA-18E,F-18 SUPERS,FIXED WING,3/6/2014 23:22,63,CRACK
1290,2,Archived,102,SQD-7,Bahrain,Bahrain,CENTCOM,50.5577,26.0667,,164767,MH-53E,H-53,ROTOR,3/6/2014 23:39,43,CRACK
1291,2,Complete,102,SQD-4,Korea,Korea,PACIFIC,128.064185,35.083358,,163056,MH-53E,H-53,ROTOR,3/6/2014 23:46,48,CRACK
1292,2,Archived,102,SQD-100,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164705,FA-18D,F-18 LEGACY,FIXED WING,3/9/2014 19:13,65,CRACK
1293,1,Complete,102,SQD-84,USS Bush,CVN,AFLOAT,64.618,7.8234,,166788,FA-18E,F-18 SUPERS,FIXED WING,3/9/2014 19:17,15,MINOR DEFECT
1294,2,Complete,102,SQD-77,USS Bush,CVN,AFLOAT,64.618,7.8234,,164629,FA-18C,F-18 LEGACY,FIXED WING,3/9/2014 19:21,18,MINOR DEFECT
1295,1,Complete,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167981,KC-130J,C-130,FIXED WING,3/9/2014 19:24,20,INSPECTION
1296,1,Complete,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167923,KC-130J,C-130,FIXED WING,3/9/2014 19:27,14,INSPECTION
1297,1,Complete,102,SQD-112,MCAS Futenma JP,Okinawa,PACIFIC,127.776381,26.290622,,167927,KC-130J,C-130,FIXED WING,3/9/2014 19:31,29,INSPECTION
1298,2,Archived,102,SQD-102,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164662,FA-18D,F-18 LEGACY,FIXED WING,3/11/2014 18:18,17,MINOR DEFECT
1299,2,Passed for Action,102,SQD-18,Afghanistan,Afghanistan,CENTCOM,63.800354,31.313168,,164361,CH-53E,H-53,ROTOR,3/11/2014 18:24,27,MINOR DEFECT
1300,2,Archived,102,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164273,FA-18C,F-18 LEGACY,FIXED WING,3/11/2014 20:53,19,BUSHING REPAIR
1301,2,Archived,102,SQD-106,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164062,FA-18C,F-18 LEGACY,FIXED WING,3/11/2014 20:55,28,BUSHING REPAIR
1302,2,Archived,102,SQD-73,NAF Atsugi JP,Japan,PACIFIC,139.482422,35.569842,,166869,FA-18E,F-18 SUPERS,FIXED WING,3/12/2014 18:30,15,MINOR DEFECT
1303,2,Passed for Action,102,SQD-49,USS Roosevelt,CVN,AFLOAT,17.485,34.7106,,166539,MH-60R,H-60,ROTOR,3/12/2014 18:49,16,MINOR DEFECT
1304,2,Complete,102,SQD-86,USS Bush,CVN,AFLOAT,64.618,7.8234,,164250,FA-18C,F-18 LEGACY,FIXED WING,3/12/2014 18:54,39,PANEL REPAIR
1305,1,Deleted,102,#N/A,MCAS Iwakuni JP,Japan,PACIFIC,132.235007,34.147852,,164273,FA-18C,F-18 LEGACY,FIXED WING,3/13/2014 2:18,12,MINOR DEFECT
